-2.221441e+00	 -2.221441e+00	 4.402647e-08
-2.221441e+00	 -2.210334e+00	 2.588039e-08
-2.221441e+00	 -2.199227e+00	 7.057910e-07
-2.221441e+00	 -2.188120e+00	 3.654433e-08
-2.221441e+00	 -2.177013e+00	 1.924543e-07
-2.221441e+00	 -2.165905e+00	 1.174195e-06
-2.221441e+00	 -2.154798e+00	 4.373201e-07
-2.221441e+00	 -2.143691e+00	 9.783910e-08
-2.221441e+00	 -2.132584e+00	 5.739633e-07
-2.221441e+00	 -2.121477e+00	 5.885871e-07
-2.221441e+00	 -2.110369e+00	 5.949139e-07
-2.221441e+00	 -2.099262e+00	 7.298667e-08
-2.221441e+00	 -2.088155e+00	 4.555812e-07
-2.221441e+00	 -2.077048e+00	 7.671979e-08
-2.221441e+00	 -2.065941e+00	 3.069610e-07
-2.221441e+00	 -2.054833e+00	 5.045571e-08
-2.221441e+00	 -2.043726e+00	 2.559853e-07
-2.221441e+00	 -2.032619e+00	 6.930200e-07
-2.221441e+00	 -2.021512e+00	 2.296495e-07
-2.221441e+00	 -2.010405e+00	 1.670926e-07
-2.221441e+00	 -1.999297e+00	 3.578827e-08
-2.221441e+00	 -1.988190e+00	 2.526825e-07
-2.221441e+00	 -1.977083e+00	 2.245387e-08
-2.221441e+00	 -1.965976e+00	 1.594378e-07
-2.221441e+00	 -1.954868e+00	 3.125899e-07
-2.221441e+00	 -1.943761e+00	 3.070421e-07
-2.221441e+00	 -1.932654e+00	 3.919810e-07
-2.221441e+00	 -1.921547e+00	 5.621552e-07
-2.221441e+00	 -1.910440e+00	 1.351528e-07
-2.221441e+00	 -1.899332e+00	 7.268868e-08
-2.221441e+00	 -1.888225e+00	 3.474464e-07
-2.221441e+00	 -1.877118e+00	 3.878269e-07
-2.221441e+00	 -1.866011e+00	 1.665265e-07
-2.221441e+00	 -1.854904e+00	 7.196247e-08
-2.221441e+00	 -1.843796e+00	 2.263326e-07
-2.221441e+00	 -1.832689e+00	 9.593165e-08
-2.221441e+00	 -1.821582e+00	 4.463497e-07
-2.221441e+00	 -1.810475e+00	 3.927295e-07
-2.221441e+00	 -1.799368e+00	 9.949433e-08
-2.221441e+00	 -1.788260e+00	 5.483521e-09
-2.221441e+00	 -1.777153e+00	 1.409295e-07
-2.221441e+00	 -1.766046e+00	 5.714367e-08
-2.221441e+00	 -1.754939e+00	 1.060417e-07
-2.221441e+00	 -1.743832e+00	 9.436708e-08
-2.221441e+00	 -1.732724e+00	 2.023976e-07
-2.221441e+00	 -1.721617e+00	 1.277618e-07
-2.221441e+00	 -1.710510e+00	 2.174336e-07
-2.221441e+00	 -1.699403e+00	 1.851360e-07
-2.221441e+00	 -1.688296e+00	 2.120153e-07
-2.221441e+00	 -1.677188e+00	 1.063838e-07
-2.221441e+00	 -1.666081e+00	 4.032231e-08
-2.221441e+00	 -1.654974e+00	 2.363171e-08
-2.221441e+00	 -1.643867e+00	 1.074126e-08
-2.221441e+00	 -1.632759e+00	 2.128790e-07
-2.221441e+00	 -1.621652e+00	 1.745628e-07
-2.221441e+00	 -1.610545e+00	 2.414276e-07
-2.221441e+00	 -1.599438e+00	 3.748671e-08
-2.221441e+00	 -1.588331e+00	 6.224067e-08
-2.221441e+00	 -1.577223e+00	 3.772741e-07
-2.221441e+00	 -1.566116e+00	 2.631500e-08
-2.221441e+00	 -1.555009e+00	 1.493430e-07
-2.221441e+00	 -1.543902e+00	 2.219559e-08
-2.221441e+00	 -1.532795e+00	 7.403108e-08
-2.221441e+00	 -1.521687e+00	 1.559910e-07
-2.221441e+00	 -1.510580e+00	 4.864935e-09
-2.221441e+00	 -1.499473e+00	 4.140972e-07
-2.221441e+00	 -1.488366e+00	 7.959872e-07
-2.221441e+00	 -1.477259e+00	 1.228170e-07
-2.221441e+00	 -1.466151e+00	 2.180713e-07
-2.221441e+00	 -1.455044e+00	 7.925769e-08
-2.221441e+00	 -1.443937e+00	 2.186033e-08
-2.221441e+00	 -1.432830e+00	 1.330167e-07
-2.221441e+00	 -1.421723e+00	 1.316018e-07
-2.221441e+00	 -1.410615e+00	 6.690757e-07
-2.221441e+00	 -1.399508e+00	 7.561269e-08
-2.221441e+00	 -1.388401e+00	 6.038779e-07
-2.221441e+00	 -1.377294e+00	 7.757368e-08
-2.221441e+00	 -1.366187e+00	 1.855812e-07
-2.221441e+00	 -1.355079e+00	 3.318730e-07
-2.221441e+00	 -1.343972e+00	 7.315637e-08
-2.221441e+00	 -1.332865e+00	 9.326450e-07
-2.221441e+00	 -1.321758e+00	 3.117987e-08
-2.221441e+00	 -1.310650e+00	 1.899070e-08
-2.221441e+00	 -1.299543e+00	 1.209720e-07
-2.221441e+00	 -1.288436e+00	 1.117159e-06
-2.221441e+00	 -1.277329e+00	 3.545372e-08
-2.221441e+00	 -1.266222e+00	 7.438239e-08
-2.221441e+00	 -1.255114e+00	 6.589915e-08
-2.221441e+00	 -1.244007e+00	 2.176417e-07
-2.221441e+00	 -1.232900e+00	 7.496460e-09
-2.221441e+00	 -1.221793e+00	 2.160778e-07
-2.221441e+00	 -1.210686e+00	 1.105097e-07
-2.221441e+00	 -1.199578e+00	 1.724453e-07
-2.221441e+00	 -1.188471e+00	 7.008428e-08
-2.221441e+00	 -1.177364e+00	 1.940126e-07
-2.221441e+00	 -1.166257e+00	 2.625063e-07
-2.221441e+00	 -1.155150e+00	 6.317973e-08
-2.221441e+00	 -1.144042e+00	 1.675114e-07
-2.221441e+00	 -1.132935e+00	 9.799004e-08
-2.221441e+00	 -1.121828e+00	 5.172342e-07
-2.221441e+00	 -1.110721e+00	 4.154731e-07
-2.221441e+00	 -1.099614e+00	 5.530673e-09
-2.221441e+00	 -1.088506e+00	 1.519589e-07
-2.221441e+00	 -1.077399e+00	 7.741036e-08
-2.221441e+00	 -1.066292e+00	 2.313215e-07
-2.221441e+00	 -1.055185e+00	 5.375819e-07
-2.221441e+00	 -1.044077e+00	 1.485431e-07
-2.221441e+00	 -1.032970e+00	 5.243210e-07
-2.221441e+00	 -1.021863e+00	 6.560563e-08
-2.221441e+00	 -1.010756e+00	 8.301256e-08
-2.221441e+00	 -9.996487e-01	 4.835495e-07
-2.221441e+00	 -9.885415e-01	 6.823660e-08
-2.221441e+00	 -9.774342e-01	 5.277195e-08
-2.221441e+00	 -9.663270e-01	 2.331418e-07
-2.221441e+00	 -9.552198e-01	 6.922914e-07
-2.221441e+00	 -9.441126e-01	 3.232508e-07
-2.221441e+00	 -9.330054e-01	 1.778341e-07
-2.221441e+00	 -9.218982e-01	 1.191363e-07
-2.221441e+00	 -9.107910e-01	 4.872125e-07
-2.221441e+00	 -8.996838e-01	 1.665910e-06
-2.221441e+00	 -8.885766e-01	 1.371296e-07
-2.221441e+00	 -8.774694e-01	 1.602356e-07
-2.221441e+00	 -8.663622e-01	 1.789459e-08
-2.221441e+00	 -8.552550e-01	 4.270217e-08
-2.221441e+00	 -8.441478e-01	 5.270284e-07
-2.221441e+00	 -8.330406e-01	 3.524952e-07
-2.221441e+00	 -8.219333e-01	 4.078266e-08
-2.221441e+00	 -8.108261e-01	 1.978479e-07
-2.221441e+00	 -7.997189e-01	 4.879815e-07
-2.221441e+00	 -7.886117e-01	 2.935666e-08
-2.221441e+00	 -7.775045e-01	 6.191897e-08
-2.221441e+00	 -7.663973e-01	 9.341532e-07
-2.221441e+00	 -7.552901e-01	 5.378291e-08
-2.221441e+00	 -7.441829e-01	 1.277746e-07
-2.221441e+00	 -7.330757e-01	 1.001818e-07
-2.221441e+00	 -7.219685e-01	 1.887650e-07
-2.221441e+00	 -7.108613e-01	 1.185715e-07
-2.221441e+00	 -6.997541e-01	 2.291082e-07
-2.221441e+00	 -6.886469e-01	 7.125352e-08
-2.221441e+00	 -6.775396e-01	 5.850637e-07
-2.221441e+00	 -6.664324e-01	 7.639109e-08
-2.221441e+00	 -6.553252e-01	 2.043541e-08
-2.221441e+00	 -6.442180e-01	 2.677512e-07
-2.221441e+00	 -6.331108e-01	 4.112263e-08
-2.221441e+00	 -6.220036e-01	 3.013895e-08
-2.221441e+00	 -6.108964e-01	 8.653414e-07
-2.221441e+00	 -5.997892e-01	 6.514335e-10
-2.221441e+00	 -5.886820e-01	 1.283644e-08
-2.221441e+00	 -5.775748e-01	 7.010302e-08
-2.221441e+00	 -5.664676e-01	 8.991658e-08
-2.221441e+00	 -5.553604e-01	 7.628487e-08
-2.221441e+00	 -5.442532e-01	 7.644149e-08
-2.221441e+00	 -5.331460e-01	 2.044148e-08
-2.221441e+00	 -5.220387e-01	 7.992923e-09
-2.221441e+00	 -5.109315e-01	 2.229604e-07
-2.221441e+00	 -4.998243e-01	 3.647460e-07
-2.221441e+00	 -4.887171e-01	 8.976748e-08
-2.221441e+00	 -4.776099e-01	 1.616885e-08
-2.221441e+00	 -4.665027e-01	 1.306619e-07
-2.221441e+00	 -4.553955e-01	 2.053394e-08
-2.221441e+00	 -4.442883e-01	 6.234232e-06
-2.221441e+00	 -4.331811e-01	 1.246294e-06
-2.221441e+00	 -4.220739e-01	 2.828302e-07
-2.221441e+00	 -4.109667e-01	 6.566079e-07
-2.221441e+00	 -3.998595e-01	 1.982764e-08
-2.221441e+00	 -3.887523e-01	 3.590480e-08
-2.221441e+00	 -3.776450e-01	 4.284930e-07
-2.221441e+00	 -3.665378e-01	 6.382215e-08
-2.221441e+00	 -3.554306e-01	 9.293204e-07
-2.221441e+00	 -3.443234e-01	 2.843108e-08
-2.221441e+00	 -3.332162e-01	 3.684753e-07
-2.221441e+00	 -3.221090e-01	 3.305329e-08
-2.221441e+00	 -3.110018e-01	 4.475643e-07
-2.221441e+00	 -2.998946e-01	 5.630523e-08
-2.221441e+00	 -2.887874e-01	 5.653711e-08
-2.221441e+00	 -2.776802e-01	 1.712556e-08
-2.221441e+00	 -2.665730e-01	 4.547726e-08
-2.221441e+00	 -2.554658e-01	 1.167437e-07
-2.221441e+00	 -2.443586e-01	 2.764883e-07
-2.221441e+00	 -2.332514e-01	 1.047196e-07
-2.221441e+00	 -2.221441e-01	 1.853120e-08
-2.221441e+00	 -2.110369e-01	 1.348549e-07
-2.221441e+00	 -1.999297e-01	 1.841360e-07
