11	1.2290	0.1128	
13	1.2561	0.0518
17	1.2773	0.0273
19	1.3046	0.0215
23	1.3423	0.0142
29	1.3650	0.0095
31	1.3889	0.0121
41	1.4241	0.0074
61	1.4895	0.0090
101	1.5525	0.0069
157	1.6032	0.0049
251     1.6591  0.0046
457     1.7343  0.0039	
1511    1.8064  0.0017
